ABC_2013_05_22.txt/A3SNSWMNXQEHAO, Female, 24, WA, 7, Yes, Democratic

ABC_2013_05_22.txt/A2UVS1PDM9QM4Z, Female, 26, IN, 4, Yes, Green

ABC_2013_05_23.txt/A2CFQSHT1TCCRB, Female, 35, IA, 4, No, Independent

ABC_2013_05_23.txt/A11OGIKK5UL6QP, Male, 43, MN, 2, Yes, Democratic

ABC_2013_05_23.txt/AHRUMV5C1O0TD, Female, 26, IN, 5, Yes, Green

ABC_2013_05_23.txt/AOZ5HHRV4LTJF, Female, 24, NY, 2, Yes, Democratic

